question,label
Explain voltage Divider using multiplier 534.,easy
"Explain the importance of schema refinement in database design, focusing on the loss-less join property and dependency preserving property.

a) Define the loss-less join property in the context of schema refinement. Provide a real-world scenario from a university database where the loss-less join property is crucial for data integrity.

b) Describe the dependency preserving property and its significance in enforcing constraints on smaller relations. Give an example from an e-commerce system where maintaining dependency preserving property ensures data consistency.

c) Discuss the implications of a loss-less decomposition in a database design. How does it impact the overall efficiency and reliability of the system? Provide a comparison between loss-less and lossy decomposition methods in terms of data retrieval and integrity.",medium
Explain the concept of a chasm trap in the context of database management systems. Provide a real-world scenario from a university database and discuss how a chasm trap can occur within this scenario.,medium
Write program to transfer letter âTâserially 10 times at baud rate of 4800. Use serial port in mode 1. XTAL=12MHz.,medium
Select the appropriate variables for a time series analysis.,medium
"Define and Implement Functions in Database Management Systems

a) Define the concept of functions in the context of Database Management Systems. Provide a real-world scenario where functions can be utilized and give an example.

b) Explain the process of creating a function that returns the number of employees in a given department. Include the function name, return data type, and input parameters. 

c) Discuss the importance of functions in improving database efficiency and query performance.",medium
What is DRAM?,easy
What are the functions of HMI.,easy
Analyze the social media data to identify sentiment trends.,medium
Derive an expression for continuity equation in 3 dimensions.,medium
"Define the following terms related to database keys and attributes:

a) Superkey
b) Key
c) Candidate Key
d) Primary Key
e) Prime Attribute
f) Nonprime Attribute

Provide a scenario from a university database where each of these terms can be exemplified.",medium
Recommend a workout routine for a beginner.,hard
Implement a program for maintaining a database of student records using Files.,medium
State the output of a given traceroute command in a networking scenario?,easy
In what ways are foxes similar to wolves and dogs,medium
"Question:
Consider a scenario where you are working as a database administrator for an e-commerce company. You have been tasked with analyzing the database schema of the company's inventory management system. 

a) Using the attribute closure method, determine all the keys in relation R.",medium
recall the supply voltage constraints,easy
Use statistical analysis to determine the trends in stock market prices.,medium
What is indexing?,easy
Can you recall the main steps involved in the scientific method?,easy
Explain any two DMA data transfer modes.,easy
You are working with SP Setia Properties as the Sales Manager for the following project. Discuss EIGHT (8) ways to increase profits of the project. ,easy
"Compare the different cloud service models (IaaS, PaaS, SaaS) and deployment models (public cloud, private cloud, hybrid cloud), discussing their benefits and limitations.",easy
Explain how the BAUD rate is set for serial communication in 8051 microcontroller.,easy
"Enhanced question with scenario:

""In a Hospital patient management system, explain the significance of a `BCP command' in ensuring the continuity of critical operations during unexpected events or disasters.",easy
Justify the allocation of funds for space exploration.,hard
Indicate whether S2 or S3 is useful for genetic linkage analysis. Justify your answer. ,hard
Explain injection moulding process with suitable sketch.,easy
Syphon of diameter 200mm connects two reservior having difference in elevation of 15m.,medium
A rectangular beam of breadth 100 mm and depth 200 mm is simply supported over a span of 4 m.,medium
What are pipeline hagards?,easy
How would you develop a new video game with immersive graphics?,hard
"Design a reinforcement learning-based system for autonomous energy management in smart grids, optimizing energy consumption and grid stability.",hard
What do you mean by flow control in transport layer?,easy
Develop a novel blockchain-based solution for ensuring the integrity and transparency of supply chain transactions across multiple organizations.,hard
"Question:
Consider a scenario where a university is implementing a new database management system for student records. Explain the importance of completing self-test questions on the course website and tutorials in the context of database management systems. Provide examples to illustrate the significance of these tasks in ensuring effective database management practices.",medium
Recite the multiplication table for the number seven.,easy
The construction industry comprises a wide diversity of firms that it is impossible to categorise them all within one type of market structure. Discuss.,medium
How would you classify the different forms of communication channels?,medium
Write a structure for stack using array. Write PUSH and POP function for stack using array.,medium
"Define and explain the concept of ISA mapping in the context of database management systems. Provide a real-world scenario from a university database and illustrate how ISA mapping can be implemented. Include the following sub-parts:

a) Describe the process of creating a single relation that includes attributes of the superclass and all subclasses, along with a Boolean attribute indicating the subclass for each tuple.
b) Explain how the primary key of the superclass becomes the primary key of the relation, allowing for overlapping constraints in the specialization/generalization relationship.
c) Discuss the significance of implementing ISA mapping in database design and its impact on query performance and data integrity.",medium
What is mountain building process?,easy
"Question:
Explain how attribute closure can be computed using Armstrong Axioms in the context of a university database. Provide a real-world scenario to illustrate the concept.

a) Define the Reflexivity rule in Armstrong Axioms and provide an example scenario in a university database where this rule applies.
b) Describe the Augmentation rule in Armstrong Axioms and explain how it can be utilized to compute attribute closure. Use a scenario from an e-commerce platform to demonstrate this rule.
c) Discuss the Transitivity rule in Armstrong Axioms and its significance in determining attribute closure. Provide an example from a hospital system where the Transitivity rule is applicable.",medium
Discuss FOUR (4) economic roles of money market. ,easy
What is the transformation?,easy
Critique the performance of green building materials in improving energy efficiency and indoor air quality.,hard
Explain Soft and hard solder.,easy
Can you identify the interactions between different factors in a complex economic model?,medium
"Explain the construction, and working of LVDT.",easy
"Compare the advantages and disadvantages of imperative and declarative programming paradigms, citing examples for each.",easy
Predict the consequences of a fully remote workforce.,easy
"Question:
Discuss the different types of JDBC drivers according to Sun's classification. Provide a brief explanation of each type and give a real-world scenario where each type would be most suitable.",easy
How do you infer the cultural context of a historical artifact?,medium
What are the innovation challenges in design thinking.,medium
Can you recite the quadratic formula?,easy
Outline the stages of a software development process for mobile apps.,medium
"Identify a property (commutative, additive, etc(",easy
Describe the significance of a soil nailing system in slope stabilization?,easy
A boiler house has natural draught chimney of 20 m height.,medium
Identify and explain FIVE (5) countries that ban advertising to children. ,easy
Name the seven continents.,easy
What are polar plots?,easy
State the composition of the following steel which is specified as per Indian Standard Designation System.,easy
Paraphrase the legal statute.,easy
Sketch & explain the Torque- Armature current characteristics of,easy
Choose a book to recommend for the book club.,hard
"Question:
In the context of a university database system, explain the importance and process of completing self-test questions, tutorials, and lab sheets in a Database Management Systems course. Provide examples of how these activities contribute to the overall learning experience.",medium
Construct a Radial Drilling Machine and Explain.,easy
Explain CAD geometry cleanup and tools used for it.,easy
"Scenario: University/SLIIT student enrollment system

Enhanced question: In the context of a University/SLIIT student enrollment system, consider the importance of keys and functional dependencies. Imagine you are tasked with designing the database schema for the student enrollment system. How would you identify the keys of the relation representing student information and analyze the functional dependencies among their attributes to ensure efficient data organization and integrity? Provide a step-by-step explanation of how you would determine the keys and normalize the schema based on functional dependencies in this real-world scenario.",medium
The structural view of language has several components. List FIVE (5) components. ,easy
Modify the algorithm to improve the security of the encryption.,medium
State  detail classification of transducers.,easy
"Enhanced question with scenario:
""In the context of a Hospital patient management system, discuss the three main aspects to focus on when ensuring the security of the database. Consider the sensitive nature of patient information and the potential risks associated with unauthorized access or data breaches in a healthcare setting.",medium
Discuss the principles of database normalization and demonstrate their application in designing a relational database schema.,easy
"Recommend a suitable metal for the fabrication of power tools like drills, files and chisels. Your recommendation should be justified by elaborating the important properties of the proposed metal. ",hard
Retell the steps to implement a finite impulse response (FIR) filter using windowing techniques?,easy
Compare the different types of construction materials in terms of their properties and applications in building construction.,easy
"Explain the concept of DevOps (development and operations), discussing its principles and practices for improving collaboration and software delivery.",easy
Write a note on setting  out a building?,easy
Explain any four selection parameters of PLC also enlist functions of PLC.,easy
Explain Diffuse reflection and Specular Reflection.,easy
How do you create an engaging website design for an online bookstore?,hard
"Fourier sine transform of () ,xfxeâ=  x > 0 is",medium
Explain the working of Half wave Precision Rectifier with appropriate equations.,easy
"Verify at 5% level of significance and 4 degrees of freedom if the distribution can be assumed to be poisson given: # defects : 0 1 2 3 4 5 Frequency : 6 13 13 8 4 3 Take 20.135. eï­ï½  in the calculations round off the frequencies to the immediate higher integral value. Take 2 5,0.05 11.07ï£ï½",medium
An electron experiences a potential difference of 5 kV in vacuum. Find the wavelength of the particle. ,easy
"Evaluate the impact of different caching policies (e.g., LRU, FIFO, LFU) on cache hit rates and overall system performance.",medium
Derive torque equation of DC motor?,medium
Recognize the syntax for defining an anonymous function in JavaScript?,easy
Explain Intrusion Detection System with merits and demerits.,medium
Explain the terms.,easy
An axial pull of 25 kN along with a shear force of 20 kN is applied to a circular bar of 20 mm diameter.,medium
"Question:
Consider the following relation schema: EMP_PROJ (NIC, PNUM, HOURS, ENAME, PNAME, LOC, FD1, FD2, FD3). 

a) What normal form is the relation in the given schema? If the relation is not in 2NF, normalize it to 2NF.

b) Provide a real-world scenario where this normalization process would be applicable and explain the steps involved in achieving 2NF.",medium
Quote a passage from a book that had a profound impact on you.,easy
Outline the main processes of the nitrogen cycle.,medium
"Evaluate the scalability of different data preprocessing techniques (e.g., normalization, feature scaling, dimensionality reduction) in preparing data for machine learning models.",medium
Rewrite the principles of test writing.,easy
Categorize the different types of literary genres.,medium
Consider the following processes arrival time and burst time are as shown.,medium
Infer the reasons behind the company's sudden expansion.,easy
"Consider the following question:

**Question:**
In a university database scenario, explain the usage of the ALL operator in SQL queries with a real-world example. Given the student table below:

| StudentID | Name   | gpa | progId |
|-----------|--------|-----|--------|
| 1000      | Amal   | 3.2 | BM     |
| 1001      | Nimali | 2.8 | IT     |
| 1002      | Aruni  | 3.8 | SE     |
| 1003      | Surani | 2.5 | BM     |
| 1004      | Imali  | 4.0 | IT     |

a) Write an SQL query using the ALL operator to find IT students who have a GPA greater than all BM students.

b) Provide the result of the query and explain how the ALL operator functions in this context.

c) Discuss the significance of using the ALL operator in database queries and its implications for data retrieval and analysis.",medium
Define stack as an ADT.,easy
How would you classify the different forms of renewable energy?,medium
"Consider the following question:

**Question:**

In a university database system, given the schema for the 'student' table as follows:

| StudentID | Name   | GPA | ProgID |
|-----------|--------|-----|--------|
| 1000      | Amal   | 3.2 | BM     |
| 1001      | Nimali | 2.8 | IT     |
| 1002      | Aruni  | 3.8 | SE     |
| 1003      | Surani | 2.5 | BM     |
| 1004      | Imali  | 4.0 | IT     |

Consider the query: Find IT students who have a GPA greater than all the BM students.

a) Write the SQL query to achieve the desired result.
b) Explain the logic behind the query and how it filters the required data.
c) Provide the output of the query based on the given data.

**Scenario:**
In a university database system, the administration wants to identify top-performing students in the Information Technology (IT) program by comparing their GPAs with those in the Business Management (BM) program. This comparison is crucial for recognizing exceptional academic achievements and potentially offering special incentives to high-performing students in the IT program.",medium
Explain historical development of wind power.,easy
Explain the terms enantiomers and diastereomers giving examples.,easy
Discuss TWO hypotheses for invasive plants to become successful outside of their native ranges. ,easy
Write Note on âElectric Vehiclesâ,easy
Design a poster for this book.,hard
Define Exception.,easy
Evaluate the evidence supporting the use of artificial neural networks for speech recognition in noisy environments.,medium
How can you break down a complex societal issue into its root causes?,medium
Critique the performance of a deep learning model for natural language understanding and propose enhancements based on linguistic theories.,hard
List FIVE (5) basic types of research.,easy
What is socket?,easy
Propose an admixture to increase the workability of concrete in the fresh state without reducing the engineering performance of the hardened concrete. ,hard
Compare vertical axis and horizontal axis wind turbine.,medium
"Consider the following scenario in a university database:

a) Define and explain the storage of information for the following types of individuals:
i) A person who is neither a student nor a faculty member (partial ISA relationship)
ii) A person who is a student but not a faculty member (disjoint ISA relationship)
iii) A person who is both a student and a faculty member (overlapping classes)

Provide examples of attributes for each type of individual.",medium
"Compare the architectural differences between a monolithic frontend application and a single-page application (SPA), considering factors such as user experience and development complexity.",medium
Explain the importance of schema refinement in database design. Provide a real-world scenario where schema refinement is crucial and explain why. Discuss the two key properties that should be considered to ensure the quality of relations resulting from decomposition: the loss-less join property and the dependency preserving property.,medium
Discuss various types of flow with example.,easy
Can you break down the components of a computer's hardware?,medium
"Question:
Consider the following relation schema: EMP_PROJ (NIC, PNUM, HOURS, ENAME, PNAME, LOC, FD1, FD2, FD3). 

a) Identify the normal form that the relation in the schema is currently in. If the relation is not in 2NF, normalize it to 2NF.

b) Provide a real-world scenario in an e-commerce system where maintaining the database in 2NF is crucial for efficient data management.",medium
Elaborate Advantages and Disadvantages of LIST Sequential Container.,easy
How would you design a sustainable urban transportation system?,hard
Compare the strengths and weaknesses of two marketing strategies.,hard
"Explain the process of exporting data from an Excel file to a SQL server database. Provide a step-by-step guide on how to perform this task. Additionally, discuss the significance of this process within the context of a university database system.",hard
"Explain the concept of blockchain technology, discussing its applications beyond cryptocurrency, such as supply chain management and smart contracts.",easy
Explain significance of any three dimensionless numbers used in various modes of heat transfer for thermal analysis.,easy
Recognize the purpose of a varactor diode in voltage-controlled oscillators?,easy
How would you use your understanding of climate science to predict weather patterns?,medium
Analyze the patterns in sales data to identify growth opportunities.,medium
"Evaluate the reliability of different failure prediction techniques (e.g., fatigue analysis, stress analysis, finite element analysis) in estimating the remaining useful life of mechanical components.",medium
Formulate an algorithm for automatically detecting and mitigating radio frequency interference (RFI) in wireless communication systems using machine learning.,hard
Write C functions for :,medium
Interpret FIVE (5) usage of Learning Management System as an emerging technology in the context of teaching and learning.,easy
Brief the features of Intel 8237A DMA Controller.,easy
Find the angle between the tangents to the curve,medium
Define ceramic materials.,easy
Explain Closely Coupled and Loosly Coupled microprocessor systems.,easy
Propose a novel mechanism for converting waste heat from industrial processes into usable electrical energy to improve overall energy efficiency.,hard
"Formulate a new design concept for a zero-emission building that utilizes passive solar heating, natural ventilation, and renewable energy systems to achieve net-zero energy consumption.",hard
Implement the following output functions using a suitable PLA.,medium
How would you classify the geographic location of your school,easy
Can you predict the outcome of a social trend based on historical patterns?,medium
How do you infer the cultural context of a historical painting?,medium
List the factors affecting compaction and explain the effect of compaction on any four soil properties.,easy
Discuss the significance of topological sorting.,easy
Interpret the lyrics of the song.,easy
Analyze the ethical considerations surrounding the collection and use of personal data by social media platforms.,medium
Formulate a new method for predictive maintenance of industrial machinery using machine learning algorithms to analyze sensor data and predict failure modes.,hard
List down THREE (3) methods of excavation. ,easy
How might old culinary techniques be combined to create an innovative gastronomic experience?,hard
"**Question:**

Updating views in a database management system can present challenges and limitations. Consider the scenario where a view contains aggregate functions, making it non-updateable. For example, attempting to update the total percentage in the ""emp_info"" view where the employee ID is 1000 is not feasible.

a) Define the concept of updating views in a database management system. Provide an example scenario from a university database where updating a view could be necessary.

b) Explain why views containing aggregate functions are not updateable. Illustrate this limitation with a practical example from an e-commerce system.

c) Discuss the implications of not being able to update views with aggregate functions in terms of data integrity and system performance. Provide recommendations on how to address this issue effectively.",medium
How would you use linguistic theories to understand language evolution?,medium
Design a comprehensive cybersecurity strategy for safeguarding critical infrastructure systems against advanced persistent threats (APTs).,hard
Write a program using put ( ) to write characters to a file until user enteres a dollar sign.,medium
"You are on a mission to study the microbial diversity in a hyperarid desert. Design experimental steps in collecting, storing, and analyzing the samples. Justify the choices in each step and predict the types of microbes that could be found. ",hard
Derive the continuity equation with usual notations for three dimensional flow.,medium
How do you design an eco-friendly packaging solution for a food product?,hard
What are the limitations of nanomaterials?,easy
Recall a time when you overcame a significant challenge.,easy
Explain the working principle of superhetrodyne receiver.,easy
"Consider the following scenario in a university database:

a) Define and explain the storage of information for the following types of individuals within the database:
i) A person who is neither a student nor a faculty member (partial ISA relationship)
ii) A person who is only a student and not a faculty member (disjoint ISA relationship)
iii) A person who is both a student and a faculty member (overlapping classes)

Provide a detailed explanation of how the database would store information for each of the above scenarios.",medium
"Contrast the principles of passive and active solar heating systems, discussing their respective contributions to energy efficiency and indoor thermal comfort.",medium
Define Time Study and explain different steps of Time study.,medium
What is segment?,easy
Differentiate between followings.,easy
Design a vendor-rating form that represents your comparison of the education offered by universities in which you considered/are considering/have considered enrolling. ,hard
A T section with 200 mm X 50 mm and web 200 mm X 50 mm as shown in figure 1 is subjected to vertical shear force of 200 KN.,medium
Can you predict the outcome of a sports event based on team statistics?,medium
Define color temperature. ,easy
Paraphrase the economic theory.,easy
What is the use of segment in animation?,easy
What is importance and purpose of Refining process in manufacturing of paper.,easy
Evaluate the trade-offs between using relational databases and NoSQL databases for storing and querying large-scale datasets in distributed systems.,medium
Select the appropriate variables for a regression analysis.,medium
Market research firms and product review sites are examples of infomediary. Discuss the role and benefits of an infomediary model in the online distribution system. ,easy
Describe the process of setting up a VPN tunnel between two sites using IPsec (Internet Protocol Security)?,easy
The first four moments about the working mean 30.,easy
State and prove sampling theorem with suitable waveform and mathematical expression?,medium
Obtain the expression for current flowing through Inductor in series RL circuit and voltage across capacitor in series RC circuit connected to a d.,medium
How can you use your knowledge of literature to analyze a contemporary novel?,medium
"Distinguish between imperative and declarative programming paradigms, providing examples of each.",medium
"Question:
Explain the use of the IN operator in SQL with a real-world scenario. Provide an example to illustrate its functionality.

Scenario:
In a university database system, the IN operator is utilized to retrieve information about students who have achieved a specific grade in a particular course.

Example:
Consider a university database with tables for Student (SID, Name, GPA), Grades (SID, CID, Grade), and Courses (CID, Name). Using the following SQL query, find the names of students who have obtained an 'A' grade:

```
SELECT s.Name
FROM Student s
WHERE s.SID IN (SELECT SID FROM Grades WHERE Grade = 'A');
```

Explain how the above query utilizes the IN operator to match student IDs with 'A' grades in the Grades table, thereby retrieving the names of students who have achieved the specified grade.",easy
Derive the formula for Newtonâs forward interpolation formula for the equally spaced data points.,medium
Explain how nodes can be remove in tail reference using example.,hard
Explain file functions for text file and binary file operations.,easy
Enlist different linear and angular methods of setting out of curves.,easy
Informal communication network roles are equally important as formal ones. Describe any FOUR (4) of the influential roles and discuss the benefits each of the roles can bring to organizations. ,easy
Devise a system for automatically detecting and mitigating signal interference in unmanned aerial vehicle (UAV) communication systems.,hard
"Consider the following scenario in a university database:

a) Define and explain the storage of information for the following individuals:
i) A person who is not a student or a faculty member (i.e., when the ISA relationship is partial)
ii) A person who is a student but not a faculty member (i.e., disjoint)
iii) A person who is both a student and a faculty member (i.e., overlapping classes)

Provide examples to illustrate each case.",medium
How can you relate knowledge from history and literature to understand a cultural phenomenon?,hard
"You are tasked with designing an innovative renewable energy system for off-grid power generation in remote communities. Create a renewable energy system that combines solar photovoltaic (PV), wind turbines, and energy storage technologies to provide reliable and sustainable electricity supply to remote villages, incorporating hybrid energy management strategies and demand-side management techniques to optimize energy utilization and minimize environmental impact.",hard
Invent a method for securely sharing and collaborating on sensitive documents among distributed teams using encryption and access control mechanisms.,hard
What hypotheses would you formulate for an environmental science experiment?,hard
"Compare the performance of different material removal processes (e.g., turning, milling, grinding) in terms of surface finish quality and machining efficiency.",medium
Can you recall the name of your kindergarten teacher?,easy
Support your answers with TWO (2) examples in everyday life for each strategy. ,hard
List THREE (3) usages of instructional materials to facilitate classroom teaching and learning process. ,easy
"Question:
Discuss the integrity constraints in a relational database system, providing examples for each constraint. Imagine you are designing a university database system and explain how each constraint would be applied to ensure data accuracy and consistency.",medium
"In order to achieve high economy growth the government can implement expansionary fiscal policy, however, the effect of an increase in government spending can be taken aback by crowding out effect. Recommend and graphically explain the action that can be taken by Bank Negara Malaysia (BNM) to avoid this problem.",hard
"Question:
Explain the usage of the BETWEEN operator in SQL for checking attribute values within a specified range. Provide an example scenario and query to demonstrate its application.

Scenario:
In a university database system, the admissions office wants to identify students who are eligible for a scholarship based on their GPA falling within a specific range.

Example Query:
Consider the following scenario:
Find the student IDs of those who have a GPA between 3.7 and 4.0.
```sql
SELECT StudentID
FROM Student
WHERE GPA BETWEEN 3.7 AND 4.0;
```

Please note the table structure:
```
StudentID   Name    GPA   ProgID
1000        Amal    3.2   BM
1001        Nimali  Null  IT
1002        Aruni   3.8   SE
1003        Surani  2.5   IT
1004        Imali   4.0   BM
```

In the given scenario, which student IDs would be returned by the query using the BETWEEN operator?",medium
Explain magneto ignition system and state its advantages and disadvantages.,easy
How process and threads are implemented in Linux?,easy
Explain following pins of 8051.,easy
Recognize subjectivity in a debate about the best form of artistic expression.,hard
What is evaporation?,easy
Discuss the disadvantages of LOCOS. ,easy
Identify the characteristics of a pneumatic actuator in automation systems?,easy
Design a practical integrator with input signal of 2Vpp and cut off frequency of 2.,medium
Debate the ethical implications of using surveillance drones for wireless communication infrastructure monitoring and maintenance.,hard
Enumerate the differences between a brick masonry and a stone masonry wall in construction?,easy
Describe how the hexokinase enzymatic activity could be determined using the coupled assay method. ,medium
Analyze the impact of algorithmic bias on the fairness and inclusivity of machine learning models in hiring practices.,medium
Find lines of regression for the following data.,medium
"In the context of Database Management Systems, explain the ambiguity associated with updating views and the limitations related to updating views containing aggregate functions. Provide a real-world scenario to illustrate this concept.

Explain why updating a view can be ambiguous and why views containing aggregate functions are not updateable. Use a scenario from a university database to demonstrate the challenges faced when attempting to update a view with aggregate functions.",medium
Explain with appropriate example the feasibility of dam alignment which is crossing DYKE.,medium
"Question:
Consider the following scenario in a university database system:

You are tasked with creating a view named ""emp_info"" that includes employee ID (eid), name, salary, and the total percentage of time worked. The database schema consists of three tables: ""emp"" (eid, ename, age, salary), ""dept"" (did, dname, budget, managerId), and ""works"" (eid, did, pct_time).

a) Define the concept of a view in a database management system. Provide an example of when creating a view would be beneficial in a university database context.

b) Explain the process of creating the ""emp_info"" view based on the given schema. Include the SQL query syntax required to create this view.

c) Discuss the advantages of using views in a database system, particularly in the context of data security and query optimization.",medium
What are main sources of Pollutants from Petrol engine?,easy
Compare and contrast different methods for secure authentication in wireless communication systems and analyze their vulnerabilities.,medium
"**Question:**

Explain the process of exporting data from an Excel file to a SQL server database. Provide a step-by-step guide on how to accomplish this task.

**Scenario:**
In an e-commerce company, the marketing team needs to regularly update product information stored in an Excel file to the company's SQL server database for website maintenance and inventory management purposes.

**Answer:**  
a) Step 1: Log in to the SQL server  
b) Step 2: Right click on the database name and select the ""export data"" sub-menu from the task menu  
c) Step 3: Click ""Next"" in the welcome screen that appears",medium
Can you generalize from demographic trends to predict the future job market?,hard
Give an example of using sociological concepts to analyze social mobility trends.,medium
Difference between unavailable and available energy.,easy
"Using straight value depreciation, decide between two copper-nickel alloys for the design of a heat exchanger. ",hard
Differentiate between the following terms along with appropriate examples,medium
Write short note on carburizing and list its applications?,easy
"Question:
Explain the process of exporting data from an Excel file in a database management system. Provide a step-by-step guide for this process and discuss the significance of data migration in ensuring data integrity within a university database system.",hard
Analyze the ethical implications of using facial recognition technology for surveillance in public spaces.,medium
The pinions of an epicyclic train of gears is arranged as shown in Fig.,medium
Derive the relation between unit step function and unit ramp function.,medium
Explain Deferred database modification.,medium
How are ends of belts joined?,easy
Recite the opening lines of your favorite poem.,easy
Restate the steps of the experiment.,easy
"Consider you're optimizing the performance of a relational database management system (RDBMS) for a high-traffic website. Explain how you would use indexing, query optimization, and caching techniques to improve database responsiveness.",easy
Modify the design to enhance the user experience.,medium
Propose creative solutions for reducing the environmental impact of electronic waste (e-waste) generated by consumer electronics.,medium
Explain in detail file systems and its implementation.,easy
"A software development team is evaluating the adoption of DevOps practices for streamlining the software delivery pipeline. Evaluate the benefits and challenges of implementing DevOps, including automation, collaboration, and continuous integration/continuous deployment (CI/CD) processes. Recommend organizational changes and tooling solutions to facilitate DevOps adoption and improve software delivery efficiency.",hard
Discuss the roles of construction industry in a country's growth. Provide evidences on how construction industries worldwide have contributed to the economic growths of their respective countries to enhance your discussions.,medium
Define schemas. ,easy
"Question:
Consider the use of the IS NULL operator in a database management system.

a) Define the IS NULL operator and explain its purpose in database queries. Provide a real-world scenario where the IS NULL operator can be applied in a university database system.

b) Using the given student table as a reference:
```
StudentID   Name    gpa     progId
1000        Amal    3.2     BM
1001        Nimali  Null    IT
1002        Aruni   3.0     SE
1003        Surani  2.5     IT
1004        Imali   Null    BM
```
Write a SQL query to find the studentIDs of students who have not completed a semester yet by utilizing the IS NULL operator.

c) Discuss the potential implications of using the IS NULL operator in database queries, highlighting any considerations that need to be taken into account to ensure accurate and efficient data retrieval.",medium
Summarize the consequences of the economic policy.,easy
Can you assess the value of competing theories in a field?,hard
Which are the manufacturing techniques used for processing of rubbers?,easy
Define and explain the concept of ISA Mapping in the context of database management systems. Provide a real-world scenario where ISA Mapping could be applied and give examples to illustrate the concept.,easy
Label the main organs of the human digestive system.,easy
Discuss the steps in executing interrupts in PIC18 microcontroller.,medium
Evaluate the ethical implications of AI in autonomous vehicles.,hard
"Scenario: University/SLIIT student enrollment system

Enhanced question: In the context of a University/SLIIT student enrollment system, explain the concepts of defining, constructing, manipulating, and sharing databases. Provide examples of how these processes are essential for maintaining student records, course information, and facilitating interactions between students, faculty, and administrators within the educational institution.",medium
"Question:
Discuss the four types of JDBC drivers as categorized by Sun Microsystems. Provide a real-world scenario where each type of driver would be most suitable.",medium
when was the first airport in the yemen built,easy
Select the most suitable technology stack for a web application.,hard
Do you think . . . is a good or a bad thing?,hard
"Interpret the concept of edge computing and its implications for IoT (Internet of Things) architectures, discussing its advantages in latency-sensitive applications.",easy
Assess the scalability of a distributed file system for storing and retrieving large volumes of data in a fault-tolerant manner.,hard
What is Minimum Spanning tree?,easy
Demonstrate the correct usage of the scientific method to conduct an experiment.,medium
State the necessity of FRL unit in Pneumatic System.,easy
Can you predict the outcome of a social policy change using simulation models?,medium
Determine the rate of reaction using the initial rate method.,medium
Diameter of brake drum of single block brake shown in fig is 1 m.,medium
How do you create an aesthetically pleasing layout for an interior design website?,hard
"Use Runge Kutta second order method of find an approximate value of y correct to three places of decimal when x = 0.1, given that y = 1.2 when x = 1 and dy dx = 3x + y2.",medium
A bolt is subjected to an axial pull of 40 KN and a transverse shear force of 15 KN.,medium
Describe the formation of an aquatic dead zone. ,easy
Recognize the purpose of MAC address filtering in wireless network security?,easy
"Question:
Explain the concept of aggregation in the context of an Enhanced Entity-Relationship (EER) model. Provide a real-world scenario and examples to illustrate the use of aggregation.

Scenario:
In a university database system, consider a scenario where students participate in various research projects. Each project may have multiple students working on it, and these students may receive individual acknowledgments for their contributions.

a) Define aggregation in the context of an EER model.
b) Describe how aggregation differs from a ternary relationship.
c) Provide examples from the university database scenario to demonstrate the concept of aggregation.",medium
"**Question:**

Consider the use of the `IS NULL` operator in database queries. Provide an example scenario and explain how the `IS NULL` operator is utilized to retrieve specific information from a database.

**Scenario:**
In a university database system, the registrar's office needs to identify students who have not yet declared a major. The database contains information on student IDs, names, GPAs, and program IDs.

**Explanation:**
a) Define the `IS NULL` operator and its purpose in database queries.
b) Using the given scenario, write a SQL query to retrieve the student IDs of individuals who have not declared a major yet.
c) Explain the significance of using the `IS NULL` operator in this context and discuss how it aids in data retrieval.",medium
If 32uxx y =â  find its harmonic conjugate and hence determine F( z) in terms in z.,medium
Write a program that returns the size in bytes of a program entered on the command line.,medium
Apply the principles of environmental science to analyze the impact of deforestation on ecosystems.,medium
"Question:
Explain the handling of SQL exceptions in JDBC and the methods available in the SQLException object for retrieving additional information about the exception. Provide a real-world scenario where this exception handling would be crucial in a banking system.",medium
E-mail newsletters are still popular communication strategy for digital marketers. Suggest FIVE (5) ways to engage with your newsletters subscribers. ,hard
Explain Edge connectivity and Vertex Connectivity with suitable example.,medium
List and explain the necessary and sufficient conditions for Hamiltonian and eulerian path with suitable examples.,easy
Differentiate between Gibbs adsorption equation and dynamic surface tension in the study of adsorption at interfaces. ,medium
Explain in detail Multiple Bus Organization.,easy
"Imagine you're deploying a virtualization solution for a software development company. Describe the benefits of using virtual machines (VMs) and containers in terms of resource isolation, scalability, and portability.",easy
Demonstrate the steps of a mechanical process through animations.,medium
How do you create an eye-catching visual design for a magazine cover?,hard
"Referring to the given poster design, explain in details the usage of elements and principles of arts. ",easy
Solve a complex optimization problem using genetic algorithms and evaluate the quality of the solutions obtained.,medium
The number of computer science books borrowed from a library during a particular week is given below.,medium
"Comparing to the reference sequence, identify the functional elements to represent S2 and S3, respectively. ",easy
"Explain the concept of schema refinement in database management systems, focusing on the identification of data duplication and potential issues during insert, update, and delete operations.

Provide a real-world scenario from a university database where schema refinement is essential for efficient data management. Identify instances of data duplication and discuss the specific challenges that may arise when inserting, updating, or deleting records within the given schema.",medium
"A municipal water utility is facing challenges in providing safe drinking water to residents due to aging water distribution infrastructure and contamination risks. Analyze the water treatment technologies (e.g., coagulation, filtration, disinfection) and recommend strategies for improving water quality and distribution system reliability.",medium
A 3 phase 80 kV transmission line is supported by 3 suspension insulators.,easy
"Dielectric films can be thermally grown or deposited. Discuss the 
fundamental difference between these two methods. ",easy
Explain TWO (2) components of art. ,easy
Compare the advantages and disadvantages of using analog and digital filters in signal processing applications.,medium
Calculate work done when 2 moles of an ideal gas expand reversibly and isothermally from a volume of 0.,medium
How would you develop a new software tool for project scheduling and resource allocation?,hard
