question,bloom_level
"Create a system for automatically generating personalized news summaries based on user interests, preferences, and reading habits using natural language processing.",Apply
Create a novel methodology for anomaly detection in time series data using a combination of statistical analysis and deep learning techniques.,Create
The probability of a man hitting a target is 1 3.,Understand
Construct a binary tree from the given traversal.,Understand
Explain the addressing modes of 8051 Microcontroller with examples.,Understand
How do you make a reasoned argument for selecting a particular travel destination?,Understand
How could old architectural principles be combined to create sustainable urban spaces?,Create
Criticize the reliability of landslide early warning systems in predicting and mitigating landslide hazards.,Understand
What is basic principle of working ultrasonic flow meter?,Remember
"Question:
In the context of a university database system, explain the importance of completing the following tasks by the end of the week:
a) Trying out the self-test questions available on the course website
b) Completing the tutorial
c) Reading the designated chapter

Provide examples to illustrate the significance of each task within the university database system.",Understand
Propose a framework for implementing zero-trust security architecture in enterprise networks to mitigate insider threats and unauthorized access.,Create
Describe the key features of the human nervous system.,Understand
State which market structure adopts this practice. List and briefly explain what are the conditions needed for this practice to be successful.,Remember
Two examiners A and B award marks to seven students as follows: Roll No. : R1R2R3R4R5R6R7 Marks (A) : 40 44 28 30 44 36 30 Marks (B) : 32 39 26 30 28 34 28 Find the coefficient of correlation.,Analyze
How do you argue for the importance of education?,Understand
What is compensator?,Remember
"Evaluate the performance of different modulation schemes (e.g., ASK, FSK, PSK) in terms of spectral efficiency and noise immunity.",Evaluate
Define terms of trade and identify which country has an absolute advantage in the production of jade and diamond. ,Remember
Construct heap data structure to sort the following set of no.,Understand
âFirms can use existing brand names or create new brands on the internetâ. Evaluate on the above statement. ,Remember
Calculate the thickness of flanged torispherical head for a vessel having internal diameter 6000mm.,Apply
What steps are involved in composing an impactful TED Talk?,Understand
How do you create an attention-grabbing visual design for a fashion magazine?,Create
Can you differentiate between ethnic Chinese and ethnic Koreans,Analyze
What are statistical properties of Random Variables.,Understand
Define a fan trap in the context of database management systems. Provide a real-world scenario from a university database where a fan trap situation may occur and explain how it manifests in the database design.,Remember
"Question:
Consider a scenario where a university is implementing a database management system for student records. Explain the importance of completing self-test questions and tutorials in a database management systems course. Provide examples to support your explanation.",Understand
Explain the RISC and CISC characteristics.,Understand
Break down the main actions of the story.,Understand
Describe the historical development of wind turbine on global level.,Understand
Judge the effectiveness of vibration isolation techniques in reducing structural response to dynamic loads.,Evaluate
"Question:
Consider the use of the IS NULL operator in a database management system.

a) Define the IS NULL operator and explain its purpose in database queries. Provide a real-world scenario where the IS NULL operator can be applied.

b) Using the given student table schema, demonstrate how the IS NULL operator can be used to retrieve specific information. Given the scenario of finding studentIDs of those who have not completed a semester yet, write a SQL query to achieve this.

Student Table Schema:
```
StudentID  Name    GPA  ProgId
1000       Amal    3.2  BM
1001       Nimali  NULL IT
1002       Aruni   3.0  SE
1003       Surani  2.5  IT
1004       Imali   NULL BM
```",Remember
Explain the process of material procurement in construction project.,Understand
List THREE types of Atomic Force Mircroscopes (AFM).,Remember
Determine the rate of enzyme catalysis using spectrophotometry.,Understand
Apply the rule of law to a new situation,Apply
"â2 b) 1 c) 2 d) â1 iii) The value of 21 2Czdzzï« ï­ï²where C is | z | = 1,",Understand
Create a system for automatically detecting and mitigating phishing attacks in email communications using machine learning and natural language processing.,Create
What is DMA?,Remember
Explain the importance of using definite criteria in performance appraisals.,Understand
Identify THREE (3) types of securities that are issued by Malaysian government. Explain each in detail. ,Remember
Judge the reliability of error control coding techniques in ensuring data integrity and reliability in satellite communication.,Evaluate
Define the concept of overlapping constraint in the context of database management systems. Provide a real-world scenario where overlapping constraints may be applicable and explain how they are implemented.,Remember
Explain the significance of the position of rubber-synthesizing cis prenyltransferases in the structure of a rubber particle. ,Understand
Paraphrase the historical speech.,Understand
Define Red Black tree.,Remember
Evaluate .,Evaluate
"Compare the features and performance of different antenna types (e.g., dipole, Yagi-Uda, patch) in terms of radiation pattern and gain.",Analyze
Explain the whole method of crushing,Understand
How can you experiment to verify the laws of motion proposed by Newton?,Create
Explain the following terms.,Understand
Explain how control transfer instructions are executed using the call gate in the system?,Understand
Compare Linear V oltage regulators with SMPS.,Analyze
"Question:
In a real-world scenario where a senior Database Administrator (DBA) is responsible for managing user access in a university database system, explain the process of creating logins and users for junior DBAs who oversee specific databases. Provide step-by-step instructions for creating logins and users, ensuring proper permissions are granted at the database level. 

a) Describe the steps involved in creating a login for a junior DBA named ""namali"" with the password 'namali@123' and default database set to ""Inventory.""
b) Explain how the senior DBA can create logins for other roles within the database system.
c) Outline the procedure for creating a user named ""namali"" associated with the login ""namali,"" allowing for permission assignment at the database level.",Remember
The following system of equations was generated by applying mesh current law to the circuit.,Apply
Explain in brief the steps required in preparation for screen stretching process.,Understand
In a building there is always concern with fire safety. List what aspects you would assess in order to achieve strict compliance in the building design. ,Remember
Differentiate between lap and wave type of armature windings used in the D.,Apply
Recognize the syntax for defining a reinforced concrete beam reinforcement detail?,Understand
In a geometrically similar model of weir the discharge is 0.,Understand
Describe how accurate mass spectrometry could be applied to determine if a small protein contains a pair of disulfide-bonded cysteine residue or two reduced cysteine residues. Explain how you can confirm your finding. ,Understand
Explain FIVE (5) advantages of out-of-home (OOH) advertising.,Understand
"Explain the concept of fluid viscosity and its effects on flow behavior, discussing Newtonian and non-Newtonian fluids.",Understand
Critically analyze the efficiency and scalability of different modulation techniques for wireless communication systems.,Analyze
"Question:
Consider a scenario where a university database system needs to calculate the GPA of a student for a specific semester and year. 

a) Create a SQL function that calculates the Grade Point Average (GPA) of a given student for a specified semester and year. The GPA calculation should consider the grades obtained by the student in different courses.

b) Explain the steps involved in implementing the GPA calculation function within a university database system. Include the necessary SQL syntax and logic required to retrieve and process the grades for the calculation.

c) Discuss the potential challenges or limitations that may arise when implementing and using the GPA calculation function in a university database system. Suggest possible strategies to address these challenges effectively.",Understand
A river is 80m wide. The depth d in meters at a distance x meters from one bank is given in the following table,Understand
Compare the formation process between igneous rock and sedimentary rocks. ,Analyze
"Plan a sustainable land use strategy for preserving natural habitats and biodiversity in urban development projects, incorporating green corridors and wildlife crossings.",Apply
"Question:
Explain the four types of JDBC drivers as categorized by Sun Microsystems. Provide a real-world scenario where each type of driver could be used in a database management system.",Understand
Show that for a steady laminar flow through a circular pipe mean velocity of flow occurs at radial distance of 0.,Understand
Explain the concept of a chasm trap in the context of database management systems. Provide a real-world scenario where a chasm trap may occur and explain how it can impact data integrity.,Understand
Determine the complex exponential Fourier Series for periodic Rectangular pulse train shown below.,Understand
List FIVE (5) types of trick questions.,Remember
Explain any two types of resistive transducers.,Understand
Give the functions of zinc.,Understand
"**Question:**

Consider the EXISTS operator in SQL used to check if a subquery returns any rows. Given the following tables:

- Student (SID, Name, GPA)
- Grades (SID, CID, Grade)

Provide an SQL query to find the students who have obtained a grade of 'A'. 

**Real-world Scenario:**
In a university database system, the registrar's office wants to identify students who have achieved the highest grade ('A') in a particular course.

**Query:**
```sql
SELECT s.Name
FROM Student s
WHERE EXISTS (
    SELECT *
    FROM Grades g
    WHERE g.SID = s.SID AND g.Grade = 'A'
);
```",Remember
Explain winding number method.,Understand
How do you evaluate the quality of presentations?,Evaluate
Define Sounding and state any one method of sounding with sketch?,Remember
"Question:
Consider the scenario of a university database system. Explain how you would store information for the following individuals:

a) Describe how to store information for a person who is neither a student nor a faculty member, indicating a partial ISA relationship.
b) Outline the storage approach for a person who is a student but not a faculty member, demonstrating a disjoint ISA relationship.
c) Discuss the method of storing information for a person who is both a student and a faculty member, illustrating an overlapping classes ISA relationship. 

Ensure to include the necessary attributes such as name, age, GPA, salary, and any other relevant details in your database design.",Remember
"Question:
Explain the use of the IN operator in a database query with reference to a real-world scenario. Provide an example to illustrate its application.

Scenario:
Consider a university database system where student grades are stored in a table named ""Grades"" and student information in a table named ""Student"".

Example:
Using the university database system, explain how the IN operator can be used to retrieve the names of students who have obtained a grade of 'A'. Provide a query that accomplishes this task.",Remember
Hypothesize an approach for using additive manufacturing to fabricate customized medical implants tailored to individual patient anatomy.,Understand
Outline the key components of a successful marketing strategy.,Understand
What is software quality?,Remember
Comment on flashing in brief and suggest the suitable method used to reduce it.,Apply
"As an IT consultant, you are advising a healthcare organization on data storage solutions. Describe how you would apply encryption and access controls to secure electronic health records and comply with HIPAA regulations.",Understand
Evaluate the effectiveness of using biometric authentication systems for access control in secure facilities and analyze potential vulnerabilities.,Analyze
Explain the system address and system segment registers.,Understand
Evaluate following postfix expression with the help  of stack.,Evaluate
Name one character. Rewrite the story from this character's point of view.,Remember
Define String in Java.,Remember
Distinguish between combinational and sequential switching circuits also write examples of both.,Understand
What are the different types of appraisals required to undertake any Project?,Understand
Find maximum flow in the transport network using Labelling procedure.,Understand
"Your company is considering migrating its infrastructure to the cloud for improved scalability and cost-efficiency. Analyze the factors that need to be considered when choosing between public cloud providers such as AWS, Azure, and Google Cloud Platform.",Analyze
What is the most important...?,Remember
How parameterized constructors get executed in multilevel inheritance?,Understand
Can you interpret the meaning of this painting?,Understand
Contrast the benefits and limitations of using analog-to-digital conversion (ADC) and digital-to-analog conversion (DAC) techniques in signal processing applications.,Analyze
 Which of the following is not the value of correlation coefficient between x and y?,Understand
Support your argument on the benefits of renewable energy adoption.,Understand
Write a short note on IC LM 317.,Understand
Provide labels for the sections of a scientific research paper.,Understand
What is groundwater?,Remember
Compare BCNF and 3NF.,Analyze
Describe the software quality dilemma in your own words.,Understand
"Discuss the principles of time series analysis techniques, explaining their use for forecasting and anomaly detection.",Understand
Grade the usability of a mobile application.,Understand
Name  the different standards used for the Designation of Steels.,Remember
Recommend a suitable admixture to increase the workability of concrete and explain how it functions. ,Understand
Recite the steps to solving a quadratic equation.,Understand
Distinguish between hot melt adhesives and water based adhesives.,Understand
Weeds reduce the quality of crops and livestock. Explain. ,Understand
"**Question:**

Explain the usage of the `LIKE` operator in SQL for pattern matching. Provide a real-world scenario where this operator can be applied and demonstrate its syntax with an example.

**Scenario:**
In a university database system, the admissions office wants to retrieve a list of students whose email addresses start with 'john'. They need to use the `LIKE` operator to achieve this.

**Example:**
Consider a table named `Students` with columns `StudentID`, `Name`, and `Email`. Write an SQL query to select the names of students whose email addresses start with 'john'.

**SQL Query Example:**
```sql
SELECT Name
FROM Students
WHERE Email LIKE 'john%';
```",Remember
Discriminate between varying viewpoints on the role of government in healthcare.,Understand
Prove that 242( )(l o g ) () .ba a rba r b rrrï´ïï´ï ïï ï½ ï­ ï´,Understand
Explain the Surge in Springs.,Understand
Write a note on file operating modes.,Understand
Explain with suitable example BSF and DSF traversal of graph.,Understand
"Explain the concept of containerization (e.g., Docker, Kubernetes) and its advantages in software deployment and management.",Understand
Explain FOUR (4) types of unemployment.,Understand
"Distinguish between a process and a thread in the context of multitasking operating systems, discussing their resource requirements and scheduling overhead.",Understand
"Compare the efficiency of different network protocols (e.g., TCP, UDP, SCTP) in supporting reliable data transmission and congestion control in computer networks.",Analyze
"Question:
In the context of a university database system, explain the importance of completing self-test questions and tutorials in a Database Management Systems course. Provide examples of how these activities contribute to enhancing students' understanding of database concepts.",Understand
Support your argument on the advantages of renewable energy.,Understand
What is an Instruction Cycle.,Remember
"CRM technology helps companies to collect information about consumer behaviour, conversations and characteristics. As a new digital marketing manager with an online retailer, suggest FIVE (5) ways how you can collect data and push customised information to customers. ",Understand
Explain basic concept of Hash table?,Understand
"Question:
Explain the concept of ISA Mapping with respect to database design. Provide a real-world scenario from a university database to illustrate this concept.

a) Describe the process of creating a single relation that includes attributes of the superclass and all its subclasses. Include an attribute named ""type"" to specify the subclass to which an entity belongs. Ensure that the primary key of the superclass becomes the primary key of the relation.

b) Discuss the importance of ensuring that the specialization/generalization relationship is disjoint in the context of ISA Mapping.

c) Using the university database scenario, explain how the attributes of the superclass ""Person"" and its subclasses ""Student"" and ""Faculty member"" are integrated into a single relation following the ISA Mapping approach.",Remember
"Define the following terms related to relational database design:

a) Superkey
b) Key
c) Candidate Key
d) Primary Key
e) Prime Attribute
f) Nonprime Attribute

Provide an example scenario from a university database where each of these terms could be applied.",Remember
Critique the interpretability of a machine learning model in explaining its decision-making process.,Understand
"You are tasked with developing an autonomous robotic system for inspection and maintenance of offshore wind turbines in harsh marine environments. Create a robotic platform equipped with sensors, cameras, and manipulators to perform visual inspections, structural health monitoring, and minor repairs on wind turbine components, incorporating autonomous navigation algorithms, obstacle avoidance strategies, and remote operation capabilities for safe and efficient offshore operations.",Create
"Question:
Consider the following scenario in a university database system:

You are tasked with creating a view named ""emp_info"" which should include the employee ID (eid), name, salary, and the total percentage of time worked. The database schema includes the following tables:
- emp (eid, ename, age, salary)
- dept (did, dname, budget, managerId)
- works (eid, did, pct_time)

a) Define the process of creating the view ""emp_info"" in the context of the university database system.
b) Provide SQL code snippets to demonstrate how the view ""emp_info"" can be created based on the given schema.
c) Explain the significance of using views in a database management system and discuss potential advantages and disadvantages of utilizing views in database design.",Remember
Can you develop a proposal which would . . .?,Create
Analyze the ethical considerations surrounding the use of public-private partnerships for financing infrastructure projects.,Apply
How do you design a sustainable packaging solution for electronics?,Create
Explain the concept of a Type 2 native API driver in the context of Database Management Systems. Provide a real-world scenario where the use of a Type 2 driver would be beneficial and explain the significance of installing vendor-specific drivers on client machines.,Understand
"Compare the energy efficiency of different refrigeration cycles (e.g., vapor compression cycle, absorption cycle, Stirling cycle) in cooling applications.",Analyze
How do you build a functional autonomous drone for aerial photography?,Understand
Explain the classification based on their physical characteristics.,Understand
"What's your favorite inspirational quote, and who said it?",Understand
State different uses of contour maps?,Remember
Explain brass and its types with suitable examples.,Understand
Propose TWO (2) strategies that a minority opinion can overtake the majority and be accepted. ,Create
"Question: 
Discuss the importance of using a database over traditional file storage methods. Provide recommendations on how to store data in the following scenarios and justify your choices:

a) Scenario 1: A university, such as SLIIT, enrolls several thousand students for various courses. How would you recommend storing these students' data in a database, and what are the reasons for your recommendation?

b) Scenario 2: During the New Year season, you need to create a shopping list for groceries and presents for your family. How would you recommend storing this shopping list in a database, and explain the rationale behind your suggestion?",Remember
"Explain the concept of security in SQL Server, including authentication and authorization processes. Provide a real-world scenario from a university database where these security measures are crucial.",Understand
Can you compare your . . . with that presented in . . .?,Analyze
What is aliasing? How can it be avoided.,Remember
"Consider the following question:

**Question:**

In a university database system, the GROUP BY clause is utilized to aggregate data based on specified columns. 

a) Explain the concept of grouping in the context of a database management system. Provide a real-world scenario where grouping can be applied and give examples of how it can be beneficial.

b) Using the given data as an example, demonstrate how to count the number of students who have followed each module by applying the GROUP BY clause. Provide the SQL query and the resulting output based on the provided student data.

c) Discuss the significance of the GROUP BY clause in SQL queries and explain how it differs from the WHERE clause in terms of data manipulation and retrieval.",Understand
Differentiate AC and DC motors.,Analyze
"Question:
In the context of a university database system, explain the steps involved in completing a tutorial assignment within the system. Provide a detailed description of each step and discuss the importance of following these steps accurately.",Understand
"University/SLIIT student enrollment system:

Scenario: In the SLIIT student enrollment system, students are assigned to different departments based on their chosen majors. Each department has a unique identifier and consists of multiple students. Professors often need to quickly access information about the department a student belongs to and the list of students within a specific department for academic purposes.

Enhanced question: In the SLIIT student enrollment system, which department is student S8 enrolled in? Additionally, provide the list of students who are part of the Computer Science department (Department ID: CS) for the current semester.",Remember
What modifications would you make to a fitness tracking app to improve accuracy?,Understand
Write a logically organized argument in favor of a given position.,Understand
What is lead wire compensations for RTD?,Remember
Describe the significance of a percolation test in septic system design?,Understand
"Consider the following scenario in a university database:

a) Define and explain how information for the following types of individuals would be stored in a database system that utilizes ISA mapping:
i) A person who is not a student or a faculty member (i.e., when the ISA relationship is partial)
ii) A person who is a student but not a faculty member (i.e., disjoint)
iii) A person who is both a student and a faculty member (i.e., overlapping classes)

Ensure to describe the data attributes and relationships involved in storing the information for each type of individual.",Remember
"Define and explain the concept of ISA mapping in the context of database management systems. Provide a real-world scenario from a university database and illustrate how ISA mapping can be implemented. Include the following aspects:

a) Describe the process of creating a single relation that includes attributes of the superclass and all subclasses.
b) Explain the significance of including a Boolean attribute to indicate the subclass each tuple belongs to.
c) Discuss how the primary key of the superclass becomes the primary key of the relation, allowing overlapping constraints for the specialization/generalization relationship.",Remember
In a sample of 1000 cases a mean of certain test is 14 and standard deviation is 2.,Understand
Fig.,Understand
Define :,Remember
Explain the concept of a Type 2 JDBC driver and its role in database connectivity. Provide a real-world scenario where a Type 2 driver would be beneficial and explain why.,Understand
"Consider the following question:

**Question:**
In the context of a university database, explain the usage of ANY and SOME operators in SQL queries. Provide a real-world scenario where these operators could be applied.

**Scenario:**
In a university database system, the ANY and SOME operators are used to compare a value with a set of values returned by a subquery. For example, finding BM students who have a GPA greater than any of the IT students.

**Part a:**
Explain the purpose and syntax of the ANY and SOME operators in SQL queries.

**Part b:**
Provide an example SQL query using the ANY or SOME operator in the context of a university database.

**Part c:**
Discuss a real-world scenario outside of the university context where the usage of ANY and SOME operators in SQL queries could be beneficial.",Understand
State the limitations of single linked list. Represent following polynomial using linked list.,Remember
What do you think about . . .?,Understand
Discuss types of analysis for fuel.,Understand
Devise plans to market or make artwork more valuable.,Understand
Explain the interface design steps.,Understand
"Explain the SOC, EOC, & OE pin of ADC 0809.",Understand
List out the properties of Laplace Transform.,Remember
Debate the ethical implications of using artificial intelligence algorithms for automated decision-making in healthcare diagnostics.,Understand
Shareholder activism is an important governance mechanism because this is how minority shareholders exercise and enforce their rights. Comment on the effectiveness of shareholder activism. ,Apply
"Explain the importance of schema refinement in database management systems with a focus on the loss-less join property and dependency preserving property.

a) Define the loss-less join property in the context of schema refinement. Provide a real-world scenario, such as an e-commerce platform, where the loss-less join property is crucial for maintaining data integrity during decomposition and recombination processes.

b) Describe the dependency preserving property and its significance in enforcing constraints on smaller relations to maintain the original relation's integrity. Use an example from a hospital system to illustrate how dependency preserving property ensures data consistency and accuracy.

c) Differentiate between the loss-less join property and the dependency preserving property in the context of schema refinement. Provide examples from a university database scenario to highlight the distinct roles and implications of each property in database design and maintenance.",Remember
"Question:
Explain the handling of SQL exceptions in JDBC and the methods available in the SQLException object for retrieving additional information about the exception. Provide a real-world scenario where such exception handling would be crucial in a banking system.

Sub-parts:
a) Describe the process of JDBC exception handling and how it is similar to Java exception handling.
b) Explain the methods available in the SQLException object for retrieving additional information about the exception in JDBC.",Understand
Derive an expression for the capacitance to neutral of a three phase line with equilateral spacing.,Understand
Explain deletion of segment with suitable example.,Understand
What facts can you interpret from the data?,Understand
"Scenario: University/SLIIT student enrollment system

Enhanced question: In the context of a University/SLIIT student enrollment system, consider a scenario where the database administrator is tasked with designing the database schema to efficiently store student information. Explain the importance of identifying keys and functional dependencies in this system. How would the attribute closure concept be applied to determine keys in the context of student records, and why is it crucial for the normalization process in this specific scenario?",Remember
A perfect die is thrown. Find the probability that,Understand
Describe the process of formwork erection in concrete construction?,Understand
A coil which has an inductance of 40mH and a resistance of 2 ï is connected to form an LR series circuit. If they are connected to a 20VDC supply. Find,Understand
Summarise the challenges of global advertising. ,Understand
Analyze the data on consumer preferences to tailor product offerings.,Analyze
"In the context of database management systems, discuss the transition from conceptual database design to logical database design and the subsequent implementation process.

a) Explain the process of converting a conceptual database design into a database schema within the chosen DBMS. Provide a real-world scenario from an e-commerce platform to illustrate this conversion process.

b) Prior to 1970, database systems primarily utilized the hierarchical and network data models. Compare and contrast these older data models with the relational model introduced by Codd in 1970. Include examples from a university database system to support your comparison.",Understand
Propose and evaluate innovative solutions for improving the efficiency of spectrum utilization in wireless networks.,Evaluate
State the following properties of CTFS.,Remember
What is mean by Encapsulation ? Explain with example.,Remember
Can you invent a new method for purifying water?,Create
Write short note on index cutting process.,Understand
Judge the efficiency of bioretention systems in treating urban stormwater runoff and improving water quality.,Evaluate
Determine the mass of the unknown substance through gravimetric analysis.,Understand
Identify the differences between synchronous and asynchronous communication protocols?,Remember
"Evaluate the impact of channel impairments (e.g., attenuation, distortion, noise) on the quality of transmitted signals in communication systems.",Evaluate
Calculate the pressure exerted by a gas in a closed container.,Apply
Differentiate between the PIC microcontroller and the ARM processor.,Analyze
Explain Artificial Neural Networks with suitable examples?,Understand
"Scenario: Hospital patient management system

Enhanced question: In a hospital patient management system, a database query needs to be executed to delete a patient record from the 'patients' table based on their unique patient ID. Consider the following code snippet:

```java
Preparedstatement stmt=con.preparestatement(""delete from patients where patient_id=?"");
stmt.setInt(1, 101);
int i=stmt.executeUpdate();
System.out.println(i + "" patient record deleted"");
```

Which type of statement is being used in the given code segment? Explain when this type of statement, specifically a PreparedStatement, would be beneficial in a hospital patient management system.",Remember
Grade the customer experience of an online store.,Understand
Elaborate FOUR (4) advantages of using Web 2.0 and 3.0 in teaching and learning. ,Understand
Write note on High and low temperature materials with example.,Understand
Specify the thickness of a galvanized coating based on atmospheric data? (level 2),Understand
Write a note on Lapping process.,Understand
"In a Hospital patient management system, a stored procedure named `insertPatientRecord` is created to add new patient information into the database. The procedure takes in parameters for the patient's name, age, and medical condition. 

There are several different statements in the JDBC API to retrieve the result set based on different requirements. Which type of statements is used in the code segment given below? Briefly explain when this type of statements will be used.

```java
CallableStatement cstmt = con.prepareCall(""{call insertPatientRecord(?, ?, ?)}"");
cstmt.setString(1, ""John Doe"");
cstmt.setInt(2, 45);
cstmt.setString(3, ""Fever"");
cstmt.execute();
```

Enhance the question by explaining when and why a `CallableStatement` is used in the context of a Hospital patient management system.",Remember
Random sample of 400 men and 600 women were asked whether they would have a school near their residence 200 men and 325 womenwere in favour of proposal.,Understand
"As a software engineer, you are responsible for optimizing the performance of a database-driven application experiencing slow query times. Outline the steps you would take to apply database indexing techniques to improve query response times.",Understand
"You are designing a deep learning model for image recognition in autonomous vehicles to identify traffic signs, pedestrians, and other objects in real-time. Create a convolutional neural network (CNN) architecture that achieves high accuracy, low latency, and robust performance under various environmental conditions, incorporating techniques such as transfer learning, data augmentation, and model compression for efficient deployment in resource-constrained embedded systems.",Remember
Recommend methods for improving time management.,Understand
Conclude the impact of social media on adolescent behavior.,Understand
Can you predict the outcome of this social policy on poverty?,Understand
What is the principle of conservation of momentum in physics?,Remember
Explain any two methods of speed control of DC shunt motor.,Understand
Tabulate the scores of students in a math competition.,Understand
Derive with usual notations the basic governing âenergy equationâ of channel flow.,Understand
Critique the reliability of predictive modeling techniques in predicting the service life of mechanical components.,Evaluate
"Compare the interpretability of decision trees and ensemble models (e.g., random forests, gradient boosting) in modeling complex relationships in data.",Analyze
Your team is developing a communication protocol for an Internet of Things (IoT) device that requires secure data transmission over a wireless network. Analyze the differences between using MQTT (Message Queuing Telemetry Transport) and CoAP (Constrained Application Protocol) for IoT communication in terms of reliability and resource efficiency.,Analyze
Question: Discuss the four types of JDBC drivers as classified by Sun Microsystems. Provide a real-world scenario where each type of driver could be used in a database management system.,Apply
"You are designing a recommendation system for personalized content delivery in online streaming platforms. Create a recommendation algorithm that leverages collaborative filtering, content-based filtering, and reinforcement learning techniques to analyze user preferences, predict user preferences, and recommend relevant movies, TV shows, and music based on individual viewing habits and feedback.",Apply
Compare the thermosetting plastics and thermoplastic.,Analyze
Define a fan trap in the context of database management systems. Provide a real-world scenario from a university database where a fan trap could occur and explain how it manifests.,Remember
Identify FOUR (4) factors that affect the willingness of people to perform prosocial behaviors. ,Remember
List the differences between CMOS and TTL logic family.,Remember
Derive an expression of velocity and shear stress distribution for laminar flow between fixed parallel plates.,Understand
What is mean by creeping in an energy meter and how is it prevented?,Remember
"Discuss the principles of water resources management, explaining topics such as hydrology, water conservation, and water resource planning.",Understand
A fluid of viscosity 0.,Understand
Define covering constraint in the context of a class hierarchy in a database management system. Provide a real-world scenario from a university database where covering constraint is applicable and explain how it would be implemented.,Remember
What are different types of jois in SQL?,Understand
Compare the various types of anomaly detection methods in terms of their sensitivity and specificity.,Analyze
"Explain the concept of security in SQL Server, including authentication and authorization processes. Provide a real-world scenario from a university database where these security measures are crucial. Describe the steps involved in authentication and authorization in SQL Server.",Understand
Can you label the stages of the cell cycle?,Understand
A crude oil of viscosity 0.,Understand
Show that vector field,Understand
Summarize the steps of the scientific method.,Understand
Explain the main difference between uncompetitive and noncompetitive inhibitors. ,Understand
Explain the concept of ternary relationships in the context of Entity-Relationship (ER) modeling. Provide a real-world scenario where a ternary relationship would be appropriate and explain why. In what situations would it be preferable to use a ternary relationship instead of a binary relationship in a database design? Give examples to illustrate your explanation.,Understand
How can you break down a complex social issue into its underlying factors?,Understand
Give FOUR information that can be obtained from Scanning Electron Miscroscope (SEM).,Understand
How can you use data from a recent survey to inform a business strategy?,Apply
Write algorithm for posfix expression evalution.,Understand
Translate your understanding of anthropology to analyze this cultural practice.,Analyze
Define covering constraint in the context of class hierarchies in a database management system. Provide an example scenario from a university database where a covering constraint may or may not be present.,Remember
"Imagine you're designing a hydraulic system for heavy machinery. Explain how you would calculate pump flow rates, pressure losses, and actuator forces to ensure reliable performance and energy efficiency under varying operating conditions.",Understand
Apply Green's theorem to evaluate : 2() Cxdx xydyï«ï² Where C is the curve of region enclosed by y = x2 and the line y = x.,Apply
How pressure regulation is done pneumatic circuits?,Understand
Define BCNF.,Remember
"Question:
In the context of a university database system, explain the importance and process of completing self-test questions, tutorials, and lab sheets in a Database Management Systems course. Provide examples to support your explanation.",Understand
Write the requirements of good stair.,Understand
Reproduce the steps to implement phase modulation using direct digital synthesis?,Understand
"Explain the concept of executing queries using prepared statements in JDBC. Provide a real-world scenario where this concept can be applied and describe the steps involved in using prepared statements.

Scenario: In an e-commerce platform, the system needs to update the quantity of a product in the database based on user input.

a) Define prepared statements in the context of JDBC and explain the significance of parameter markers.
b) Describe the process of binding values to parameters using setXXX() methods in prepared statements.
c) Discuss how the execute(), executeQuery(), and executeUpdate() methods can be utilized with PreparedStatement objects.",Remember
"Question:
Consider the following scenario in a university database system:

You are tasked with creating a stored procedure to output statistics of salary (minimum and maximum) for a given department. The database schema includes tables for departments (dept), employees (emp), and works relationship (works). The procedure should take the department ID (@did) as input and return the maximum salary (@maxm) and minimum salary (@minm) as output parameters.

a) Define a stored procedure named 'get_stats' that fulfills the requirements mentioned above.
b) Explain the steps involved in creating and executing the 'get_stats' stored procedure.
c) Discuss the significance of using stored procedures for retrieving statistical data in a database management system.",Remember
Show that average velocity is one half of the maximum velocity for flow of viscous fluid through circular pipe.,Understand
"Contrast the principles of pneumatic and hydraulic systems, discussing their respective advantages and limitations in actuation and control applications.",Analyze
Write a program in C language to copy the contents of Port 2 to Port 1.,Understand
Identify what types of brickwork defects that require rejection from the supervisor. ,Remember
How can vectors and lists be used as sequence containers in the STL?,Remember
Suggest and explain TWO (2) ways to measure a bank's profitability. ,Understand
"Contrast the features and applications of different fluid flow measurement techniques (e.g., venturi meter, orifice meter, electromagnetic flow meter) in industrial processes.",Analyze
Compare different methods of employee training.,Analyze
Debate the ethical implications of using network neutrality principles for ensuring equal access to internet services and content.,Understand
"Question: 

Consider the traditional method of storing data in files versus using a database management system. Provide a real-world scenario to illustrate the importance of using a database over file storage.

a) Scenario: A university like SLIIT has several thousand students enrolled in various courses. How would you recommend storing the students' data in this scenario, and justify the choice of using a database management system over file storage?

b) Scenario: During the New Year season, you need to create a shopping list for groceries and presents for your family. How would you recommend storing this shopping list, and explain why using a database management system would be beneficial in this context?",Remember
"Discuss the principles of time division multiplexing (TDM) in digital communication, explaining its advantages and limitations.",Understand
Explain the importance of schema refinement in database design. Discuss the potential issues that random decompositions may introduce and identify two key properties that can be used to ensure the quality of relations resulting from decomposition. Provide examples to illustrate the loss-less join property and dependency preserving property in a university database scenario.,Remember
"Consider the following scenario in a university database:

a) Define and explain the storage of information for the following types of individuals within the database:
i) A person who is neither a student nor a faculty member (partial ISA relationship)
ii) A person who is a student but not a faculty member (disjoint ISA relationship)
iii) A person who is both a student and a faculty member (overlapping classes)

Provide examples of attributes and relationships that would be associated with each type of individual.",Remember
