question,label
"Contrast the principles of baseband and passband transmission techniques, discussing their respective advantages and limitations in communication systems.",medium
"Compare the different types of evaluation metrics used in classification tasks, discussing their strengths and limitations.",easy
Describe the significance of a salt in password hashing algorithms?,easy
"Suppose you're clustering customer segments for targeted marketing campaigns. Explain how you would preprocess customer demographic data, select clustering algorithms, and evaluate cluster validity to identify meaningful segments.",easy
Invent a new approach for enhancing the fatigue resistance of structural steel components through surface modification techniques.,hard
"As a mechanical design engineer, you are developing a robotic exoskeleton for rehabilitation therapy. Explain how you would apply biomechanics principles and ergonomic design considerations to ensure comfort, safety, and functionality for users.",medium
Assess the effectiveness of software-defined radio (SDR) technology in enabling flexible and programmable wireless communication systems.,hard
"Explain the concept of data preprocessing in machine learning, discussing techniques such as normalization, feature scaling, and missing value imputation.",easy
"Imagine you're optimizing the performance of a steam turbine for power generation. Explain how you would analyze steam properties, turbine blade geometry, and stage configurations to maximize energy conversion efficiency and minimize losses.",easy
Develop a novel blockchain-based solution for ensuring the integrity and transparency of supply chain transactions across multiple organizations.,hard
"Compare the advantages and disadvantages of imperative and declarative programming paradigms, citing examples for each.",easy
Consider you're designing a disaster recovery plan for a cloud-based email service. Explain the backup strategies and data replication methods you would employ to protect against data loss and ensure email availability.,easy
Compare the different types of neural network architectures in terms of their connectivity and applications.,easy
"You are developing a predictive maintenance system for optimizing equipment uptime and reliability in industrial manufacturing plants. Create a predictive maintenance framework that combines sensor data analytics, anomaly detection, and machine learning algorithms to predict equipment failures, schedule maintenance tasks, and optimize maintenance schedules to minimize downtime and maintenance costs.",hard
Assess the efficiency of light rail transit systems in reducing traffic congestion and promoting sustainable transportation.,hard
Invent a method for retrofitting existing buildings with energy-efficient systems and renewable energy technologies to reduce carbon emissions and combat climate change.,hard
Judge the effectiveness of a web application firewall (WAF) in protecting web servers from common security threats and attacks.,hard
"Contrast the principles of model-based reinforcement learning and model-free reinforcement learning, discussing their respective approaches to learning optimal policies.",medium
"Consider you're designing a wastewater treatment plant for a city. Explain how you would select treatment processes, estimate wastewater flow rates, and size treatment units to meet effluent quality standards and environmental regulations.",easy
Critically evaluate the role of blockchain technology in ensuring data integrity and transparency in supply chain management systems.,medium
Quote the definition of a semaphore in operating systems?,easy
"Discuss the principles of reinforced concrete design, explaining concepts such as moment of inertia, neutral axis, and compression zone.",easy
Describe the process of setting up a VPN tunnel between two sites using IPsec (Internet Protocol Security)?,easy
"Suppose you're training a convolutional neural network (CNN) for image classification tasks. Explain how you would preprocess image data, design the network architecture, and fine-tune model hyperparameters to optimize classification accuracy.",easy
Evaluate the potential environmental impacts of using biofuels for aviation and marine transportation.,medium
"Differentiate between static and dynamic memory allocation, discussing their respective implications on program performance and memory management.",medium
Reproduce the steps to implement a depth-first search algorithm for a graph?,easy
"Compare the features and performance of different antenna types (e.g., dipole, Yagi-Uda, patch) in terms of radiation pattern and gain.",medium
"A healthcare analytics firm is evaluating the accuracy of predictive models for patient readmission risk prediction. Critically analyze the predictive features and model coefficients used in readmission risk algorithms, including demographic data, medical history, and clinical indicators. Recommend feature selection techniques and model interpretability methods to improve prediction accuracy and clinical utility in healthcare settings.",hard
"Compare the efficiency of different feature selection methods (e.g., filter methods, wrapper methods, embedded methods) in improving model performance and interpretability.",medium
"Compare the structural behavior of different materials (e.g., metals, polymers, ceramics) under static and dynamic loading conditions, considering factors such as elasticity and damping.",medium
"Assess the scalability of a distributed messaging system (e.g., Apache Kafka) for real-time data streaming applications.",hard
Evaluate the feasibility of using blockchain technology for ensuring the integrity and transparency of government elections.,medium
"A manufacturing facility is implementing an industrial automation system for controlling and monitoring production processes. Compare the features and scalability of different fieldbus protocols (e.g., Profibus, Modbus, EtherCAT) for connecting sensors and actuators in industrial control systems.",medium
Judge the reliability of a finite element analysis (FEA) model in predicting the structural behavior of reinforced concrete buildings.,hard
"Compare the performance of different heat exchanger designs (e.g., shell-and-tube, plate heat exchanger, finned tube heat exchanger) in terms of heat transfer efficiency and pressure drop.",medium
"You are leading a team of software engineers in developing a cutting-edge virtual reality (VR) application for immersive training simulations. Create a comprehensive project roadmap outlining the software development lifecycle, including requirements gathering, design, implementation, testing, and deployment phases, along with milestones and deliverables.",hard
"Create a novel authentication mechanism for securing access to critical infrastructure systems, leveraging biometric and behavioral authentication techniques.",hard
Compare the different types of pumps in terms of their efficiency and operating characteristics.,easy
Devise a method for enhancing the safety of autonomous vehicles through advanced sensor fusion techniques and real-time hazard detection algorithms.,hard
Propose a new approach for integrating artificial intelligence (AI) and robotics technologies to automate and optimize warehouse management processes.,hard
"Explain the concept of pointers in C/C++ programming, discussing their role in memory manipulation and potential risks such as memory leaks.",easy
"Evaluate the aerodynamic performance of different airfoil shapes (e.g., NACA profiles, symmetrical airfoils, cambered airfoils) in aircraft and wind turbine design.",medium
"Invent a method for improving the accuracy and reliability of indoor positioning systems using a combination of Wi-Fi, Bluetooth, and inertial sensors.",hard
"An online gaming platform is assessing the impact of loot boxes and microtransactions on player engagement and monetization. Evaluate the ethical considerations of loot box echanics, including addiction risks, gambling-like behavior, and fairness in game design. Propose industry guidelines and regulatory frameworks to ensure responsible monetization practices and protect vulnerable players.",hard
Formulate an algorithm for optimizing hyperparameters of machine learning models using evolutionary strategies and Bayesian optimization techniques.,hard
"Discuss the principles of machine learning algorithms (e.g., supervised learning, unsupervised learning, reinforcement learning), explaining their applications and limitations.",easy
Retell the steps to implement frequency synthesis using,easy
Propose a system architecture for a cloud-based platform that enables real-time collaboration on large-scale software development projects.,hard
"A security breach has occurred in your organization's network, and you are tasked with analyzing network traffic logs to identify the source of the attack. Evaluate the effectiveness of using intrusion detection systems (IDS) versus intrusion prevention systems (IPS) for detecting and mitigating cyber threats.",medium
"Evaluate the impact of feature selection methods (e.g., filter methods, wrapper methods, embedded methods) on the performance of machine learning models.",medium
Invent a novel technique for automatically generating code documentation that enhances readability and maintainability of software projects.,hard
Judge the efficiency of a recommendation system in providing personalized content or product recommendations.,hard
Debate the ethical implications of using facial recognition technology for surveillance purposes in public spaces.,hard
"Design a novel deep learning architecture for multi-modal sentiment analysis, incorporating text, audio, and visual cues for more accurate sentiment prediction.",hard
"Contrast the principles of static and dynamic equilibrium in mechanical systems, discussing their implications on stability and vibration analysis.",medium
"Your organization is implementing a time series forecasting model for predicting stock prices. Compare the performance of traditional statistical models (e.g., ARIMA, SARIMA) versus deep learning models (e.g., LSTM, GRU) in capturing complex patterns and trends in financial time series data.",medium
Judge the effectiveness of a data anonymization technique in protecting sensitive information while preserving data utility.,hard
Imagine you're developing a web application for an e-commerce platform. Describe how you would implement session management to maintain user authentication and track shopping cart contents across multiple pages.,easy
Formulate an algorithm for optimizing the design of passive solar heating systems in residential buildings to minimize heating costs and environmental impact.,hard
Debate the ethical considerations of using exoskeletons for military applications and soldier augmentation.,hard
"Design a deep learning-based system for automated fraud detection in financial transactions, incorporating both structured and unstructured data sources.",hard
Design a new methodology for optimizing the thermal performance of building envelopes using passive cooling techniques and advanced insulation materials.,hard
"Compare the characteristics of different materials (e.g., metals, polymers, ceramics)  in terms of their mechanical properties and suitability for specific engineering applications.",medium
Create a system for automatically generating personalized product recommendations for e-commerce platforms using collaborative filtering and content-based filtering.,hard
"Distinguish between different types of construction project delivery methods (e.g., design-bid-build, design-build, construction management at risk), discussing their impact on project schedule and cost control.",medium
Design a new encryption scheme that combines the principles of RSA and elliptic curve cryptography for enhanced security.,hard
"Judge the reliability of a satellite positioning system (e.g., GPS, Galileo) in providing accurate location information for navigation services.",hard
"Evaluate the environmental impact of different construction techniques (e.g., traditional construction, modular construction, green building) in terms of energy consumption and waste generation.",medium
"A construction company is planning a sustainable building project with a focus on energy efficiency and environmental performance. Analyze the green building principles (e.g., passive solar design, energy-efficient HVAC systems, renewable energy integration) and recommend design strategies for achieving LEED (Leadership in Energy and Environmental Design) certification and minimizing the building's carbon footprint.",medium
"Discuss the principles of structural steel connections, explaining types such as bolted connections, welded connections, and riveted connections.",easy
Analyze the potential societal impacts of large-scale infrastructure projects on local communities and cultural heritage.,medium
Recognize the syntax for defining a reinforced concrete beam reinforcement detail?,easy
Propose innovative solutions for reducing energy consumption in industrial refrigeration systems.,medium
Judge the effectiveness of adaptive beamforming techniques in improving the signal-to-noise ratio (SNR) in wireless communication systems.,hard
Analyze the ethical considerations surrounding the use of autonomous robots for hazardous tasks in manufacturing environments.,medium
Compare the various types of roofing materials in terms of their durability and weather resistance.,easy
Examine the purpose of a stormwater drainage system in urban planning?,easy
Recall the characteristics of a brute-force attack in password cracking?,easy
"As a civil engineer, you are planning the layout of a highway interchange to improve traffic flow and reduce congestion. Explain how you would apply traffic engineering principles and geometric design standards to optimize lane configurations and merge/diverge areas for safe and efficient traffic movement.",medium
Propose a method for integrating green infrastructure such as green roofs and rain gardens into urban development projects to mitigate urban heat islands.,hard
Propose innovative solutions for enhancing the resilience of critical infrastructure to extreme weather events and natural disasters.,medium
Evaluate the effectiveness of using computational fluid dynamics (CFD) simulations for analyzing airflow around vehicles.,medium
Evaluate the evidence supporting the use of deep learning models for natural language processing tasks.,medium
Criticize the reliability of synchronization methods used in digital communication systems for maintaining timing and phase alignment.,hard
"Compare the features and scalability of different cloud storage services (e.g., Amazon S3, Google Cloud Storage, Microsoft Azure Blob Storage) for hosting large-scale data repositories.",medium
"Interpret the concept of load balancing algorithms, discussing their strategies for distributing traffic across servers efficiently.",easy
"Distinguish between ensemble learning methods (e.g., bagging, boosting, stacking), assessing their effectiveness in improving predictive accuracy and robustness of models.",medium
Devise a system for automatically generating synthetic training data for natural language understanding tasks such as sentiment analysis and entity recognition.,hard
Propose creative solutions for reducing the environmental impact of data centers while maintaining their performance and reliability.,medium
"You are tasked with developing a sustainable transportation infrastructure for a metropolitan city to promote multimodal mobility and reduce traffic congestion. Create an integrated transportation network that includes public transit systems, bicycle lanes, pedestrian walkways, and smart mobility solutions such as ride-sharing and electric scooters, incorporating traffic simulation models, travel demand forecasting, and accessibility analysis for efficient and equitable urban transportation planning.",hard
Assess the reliability of AI-driven natural language generation systems.,hard
Hypothesize a method for improving the efficiency of garbage collection in programming languages by dynamically adjusting collection thresholds.,hard
Evaluate the trade-offs between using shallow and deep learning models for tasks such as feature extraction and pattern recognition in high-dimensional data.,medium
Examine the purpose of a geotechnical report in construction project planning?,easy
Recognize the differences between a gravity dam and an arch dam in dam engineering?,easy
"A manufacturing facility is implementing a lean production system for optimizing workflow efficiency and reducing waste in production processes. Analyze the principles of lean manufacturing (e.g., just-in-time production, continuous improvement, value stream mapping) and recommend strategies for implementing lean practices in the facility.",medium
"Compare the different types of antennas (e.g., dipole, patch, Yagi-Uda) in terms of their radiation patterns and directivity.",easy
"Interpret the concept of lambda expressions in functional programming languages, demonstrating their use for concise code and higher-order functions.",easy
Enumerate the differences between a shallow copy and a deep copy of an object?,easy
Critically analyze the challenges and benefits of implementing smart city technologies for urban governance and sustainability.,medium
"A civil engineering firm is evaluating the structural integrity of bridge designs for seismic resilience. Critically analyze the seismic performance factors, including bridge piers, abutments, and foundation systems. Recommend seismic retrofitting techniques and design modifications to enhance bridge safety and durability in earthquake-prone regions.",hard
"Propose a new framework for real-time anomaly detection in network traffic using machine learning techniques, considering both accuracy and computational efficiency.",hard
Propose and justify strategies for optimizing network performance in a cloud computing environment and evaluate their impact on scalability and reliability.,medium
"Evaluate the scalability of different load balancing algorithms (e.g., round-robin, least connections, weighted round-robin) in distributing traffic across server clusters.",medium
Debate the ethical considerations of using geolocation data for location-based services and targeted advertising in mobile applications.,hard
"Compare the various authentication methods (e.g., passwords, biometrics, multi-factor authentication) in terms of their security and usability.",easy
Assess the effectiveness of flood mitigation measures in reducing the risk of urban flooding in coastal cities.,hard
Enumerate the differences between ductile and brittle fracture in material science?,easy
"Explain the concept of soil compaction and its significance in geotechnical engineering, discussing methods such as mechanical compaction and vibrocompaction.",easy
"Explain the concept of containerization (e.g., Docker, Kubernetes) and its advantages in software deployment and management.",easy
Propose a method for optimizing the design of wind turbine blades using topology optimization and additive manufacturing techniques for improved energy extraction.,hard
Assess the security risks associated with the deployment of 5G networks and propose measures for enhancing network security.,hard
"Evaluate the effectiveness of different penetration testing methodologies (e.g., black-box testing, white-box testing, gray-box testing) in identifying vulnerabilities in network infrastructure.",medium
"Compare the benefits and limitations of using cloud-based storage solutions (e.g., Dropbox, Google Drive, OneDrive) versus on-premises storage solutions for data backup and collaboration.",medium
"Discuss the principles of wastewater treatment processes, explaining unit operations such as sedimentation, filtration, and disinfection.",easy
Recall the syntax for declaring a constant pointer to a constant integer in C++?,easy
Compare the various types of sensors used in mechanical systems in terms of their sensing principles and applications.,easy
Criticize the fairness and transparency of spectrum auction policies for allocating frequency bands to telecommunications operators.,hard
"Interpret the concept of system bandwidth in communication systems, discussing its relationship with data rate and modulation scheme.",easy
Enumerate the differences between symmetric and asymmetric encryption algorithms?,easy
Judge the effectiveness of AI-driven recommendation systems in personalized marketing.,hard
"Compare the characteristics of shallow neural networks and deep neural networks, assessing their suitability for modeling complex relationships in data.",medium
"Compare the security features of different cryptographic hash functions (e.g., SHA-256, MD5, bcrypt) in protecting data integrity and preventing unauthorized access.",medium
Your organization is deploying a 5G cellular network to provide high-speed internet access and low-latency communication services to urban areas. Analyze the differences between using millimeter-wave (mmWave) spectrum and sub-6 GHz spectrum for 5G deployment in dense urban environments.,medium
Compare and contrast different error correction codes used in digital communication systems and analyze their performance in noisy channels.,medium
Solve a complex control problem involving real-time monitoring and control of traffic flow in urban road networks.,medium
Critically evaluate the ethical concerns associated with the use of facial recognition technology for public safety and law enforcement.,medium
Assess the security challenges of integrating Internet of Things (IoT) devices into telecommunications networks and propose solutions.,hard
"Differentiate between synchronous and asynchronous communication in distributed systems, illustrating with examples of each.",easy
"Discuss the principles of error control coding (e.g., convolutional codes, turbo codes), explaining their performance in noisy communication channels.",easy
Judge the scalability of a cloud storage solution for handling increasing volumes of data and user access requests.,hard
Compare and contrast different routing protocols used in wireless sensor networks and analyze their suitability for various applications.,medium
"Compare the features and performance of different time series forecasting methods (e.g., ARIMA, LSTM, Prophet) in predicting future trends and patterns in data.",medium
"Judge the efficiency of green infrastructure solutions (e.g., green roofs, permeable pavements) in managing urban stormwater.",hard
"Invent a new method for quantifying the return on investment (ROI) of information technology (IT) projects, considering both financial and non-financial benefits.",hard
"Interpret the concept of network segmentation, discussing its role in reducing attack surface and containing security breaches.",easy
Propose a framework for using graph neural networks to model and predict the spread of infectious diseases in urban populations.,hard
"Discuss the principles of network routing algorithms, comparing and contrasting distance vector and link-state routing protocols.",easy
Critique the performance of wind energy systems in providing renewable energy for off-grid communities.,hard
"Evaluate the effectiveness of different lubrication techniques (e.g., boundary lubrication, hydrodynamic lubrication, mixed lubrication) in reducing friction and wear in mechanical systems.",medium
"Design an autonomous underwater vehicle (AUV) for marine exploration and research, incorporating advanced sensing, navigation, and communication capabilities.",hard
"Evaluate the reliability of different failure analysis techniques (e.g., root cause analysis, fault tree analysis, failure mode and effects analysis) in identifying failure mechanisms in engineering components.",medium
Solve a challenging optimization problem involving hyperparameter tuning in deep learning models and evaluate the impact on model performance.,medium
Design a novel propulsion system for unmanned aerial vehicles (UAVs) that combines traditional combustion engines with electric propulsion for increased efficiency and range.,hard
Imagine you are designing a high-performance suspension system for a racing car. Discuss how you would apply kinematics and dynamics analysis techniques to optimize suspension geometry and vehicle handling characteristics for different track conditions.,medium
Recognize the potential issues caused by race conditions in multithreaded programming?,easy
Assess the effectiveness of urban regeneration projects in revitalizing deteriorating urban neighborhoods.,hard
"Suppose you're analyzing medical image data for disease diagnosis. Explain how you would preprocess imaging data, train convolutional neural networks (CNNs), and interpret model predictions to assist radiologists in diagnosis.",easy
Analyze the potential risks and benefits of using autonomous construction drones for surveying and mapping.,medium
"You are designing a fiber optic communication network for transmitting high-speed data over long distances. Analyze the factors that affect the performance of fiber optic cables (e.g., attenuation, dispersion, bandwidth) and recommend solutions for optimizing signal transmission in the network.",medium
Evaluate the ethical considerations surrounding the use of predictive analytics in criminal justice systems for risk assessment and sentencing.,medium
Critique the interpretability of a machine learning model in explaining its decision-making process.,hard
Propose a method for optimizing the design of heat exchangers in HVAC systems using topology optimization and additive manufacturing techniques.,hard
"Distinguish between parametric and non-parametric models in statistical learning, assessing their suitability for modeling complex data distributions.",medium
Devise a method for enhancing the safety of autonomous vehicles through the use of advanced sensor fusion techniques and real-time hazard detection algorithms.,hard
"Contrast the principles of static and dynamic balancing in rotating machinery, discussing their respective effects on vibration and noise reduction.",medium
"Interpret the concept of material hardness and its measurement methods, discussing their significance in material selection.",easy
Reproduce the steps to implement phase modulation using direct digital synthesis?,easy
"Explain the concept of tribology and its importance in mechanical engineering, discussing phenomena such as friction, wear, and lubrication.",easy
"Compare the structural stability of different bridge types (e.g., arch bridge, cable-stayed bridge, suspension bridge) under varying loading conditions and geographical settings.",medium
Design a novel data encryption scheme that ensures both security and efficiency in cloud storage environments.,hard
"Evaluate the effectiveness of different error-handling strategies in software development, such as exception handling versus error codes.",medium
Criticize the generalization capability of a deep learning model trained on biased datasets.,hard
Analyze the ethical implications of using facial recognition technology for surveillance in public spaces.,medium
Debate the ethical considerations of using network traffic analysis for user profiling and targeted advertising in telecommunications networks.,hard
"A telecommunications provider is evaluating the performance of wireless communication systems for rural connectivity. Critically analyze the coverage, bandwidth, and reliability of wireless networks, including 4G LTE and satellite broadband. Propose network optimization techniques and rural broadband deployment strategies to bridge the digital divide and improve internet access in underserved areas.",hard
Judge the effectiveness of data augmentation techniques in improving model robustness.,hard
"Compare the various types of sorting algorithms (e.g., bubble sort, merge sort, quick sort) in terms of their time complexity and suitability for different datasets.",easy
Solve a hypothetical scenario involving a data breach in a financial institution and propose a comprehensive incident response plan.,medium
Identify the characteristics of a truss bridge in bridge engineering?,easy
Assess the reliability of flood forecasting models in predicting riverine and urban flooding events.,hard
Compare and contrast different methods for secure authentication in web applications and analyze their vulnerabilities.,medium
Analyze the potential environmental impacts of using internal combustion engines versus electric motors in automotive propulsion systems.,medium
"Compare the features and scalability of different database replication methods (e.g., master-slave, master-master) for achieving high availability and disaster recovery.",medium
Judge the fairness of AI-driven algorithms in judicial sentencing and parole prediction.,hard
Propose and justify strategies for optimizing the efficiency of solar thermal power plants and evaluate their impact on energy production.,medium
Compare and contrast different clustering algorithms and analyze their effectiveness in grouping similar data points.,medium
Debate the ethical considerations of using deep packet inspection (DPI) technology for network traffic analysis and content filtering.,hard
Devise a system for harvesting energy from ambient vibrations in infrastructure such as bridges and buildings to power remote sensing devices.,hard
"Compare the features and performance of different data loss prevention (DLP) solutions (e.g., content inspection, contextual analysis, encryption) in preventing sensitive data leaks.",medium
"As a mechanical engineer, you are designing a lightweight bicycle frame for competitive racing. Describe how you would apply finite element analysis (FEA) and material selection criteria to optimize the frame geometry and ensure structural integrity under dynamic loading conditions.",medium
Solve a complex optimization problem involving structural design and evaluate the reliability of the optimized design.,medium
Examine the purpose of a strain gauge in experimental stress analysis?,easy
Examine the purpose of a captive portal in guest Wi-Fi networks?,easy
"Evaluate the scalability of different container orchestration platforms (e.g., Kubernetes, Docker Swarm, Apache Mesos) in managing containerized applications at scale.",medium
Critically analyze the performance of different machine learning algorithms for image classification tasks.,medium
"Evaluate the impact of different hyperparameter optimization techniques (e.g., grid search, random search, Bayesian optimization) on improving model generalization.",medium
"Compare the efficiency of different text embedding techniques (e.g., Word2Vec, GloVe, BERT) in capturing semantic relationships in textual data.",medium
Recall the characteristics of a DDoS (Distributed Denial of Service) attack?,easy
"Explain the concept of bias in machine learning algorithms, discussing its sources and implications for model fairness and inclusivity.",easy
Reproduce the steps to calculate the bearing capacity of a pile foundation?,easy
"Compare the principles of analog and digital modulation techniques, discussing their advantages and applications in communication systems.",easy
Evaluate the effectiveness of using Geographic Information Systems (GIS) for spatial analysis in urban planning.,medium
"Compare the features and performance of different modulation-demodulation techniques (e.g., AM, FM, PM) in analog communication systems.",medium
Examine the syntax of a function template in C++?,easy
Evaluate the potential risks and benefits of using renewable energy sources for powering desalination plants.,medium
"Compare the interpretability of decision trees and ensemble models (e.g., random forests, gradient boosting) in modeling complex relationships in data.",medium
"An electronics manufacturer is assessing the reliability of semiconductor devices for aerospace applications. Evaluate the failure modes and mechanisms of electronic components, including integrated circuits (ICs) and microprocessors. Recommend reliability testing methods and qualification standards to ensure the quality and durability of electronic systems in harsh operating environments.",hard
Examine the difference between static and dynamic linking in software development?,easy
Plan a federated learning framework for collaborative training of machine learning models across multiple healthcare institutions while preserving patient privacy.,hard
"Compare the different types of digital modulation schemes (e.g., ASK, FSK, PSK) in terms of their power efficiency and complexity.",easy
Create a system for automatically detecting and mitigating phishing attacks in email communications using machine learning and natural language processing.,hard
Create a new deep learning architecture for generating realistic synthetic images that can be used for data augmentation in computer vision tasks.,hard
"You are tasked with designing an innovative wireless communication system for a smart city project to provide seamless connectivity to IoT devices, autonomous vehicles, and urban infrastructure. Create a communication architecture that leverages emerging technologies such as 5G, mmWave, and edge computing to ensure low latency, high reliability, and scalability for diverse urban applications.",hard
"Compare the various types of network protocols (e.g., TCP, UDP, ICMP) in terms of their characteristics and use cases.",easy
"Explain the concept of zero-trust security model, discussing its principles and benefits in modern network architectures.",easy
Identify the potential issues caused by memory leaks in software development?,easy
Debate the ethical implications of using artificial intelligence algorithms for autonomous weapons systems in military operations.,hard
Analyze the potential risks and benefits of using facial recognition technology for law enforcement and surveillance purposes.,medium
Suppose you're implementing a multiplexing scheme for transmitting multiple signals over a single communication channel. Describe the principles of time division multiplexing (TDM) and frequency division multiplexing (FDM) you would utilize to allocate bandwidth efficiently.,easy
Assess the feasibility of using prefabricated modular construction techniques for rapid housing development.,hard
"Design a novel antenna array configuration for next-generation wireless communication systems to improve coverage, capacity, and spectral efficiency.",hard
Assess the scalability of a serverless computing platform for deploying and running event-driven applications.,hard
State the output of a given Bode plot representing a second-order system?,easy
Recognize the purpose of MAC address filtering in wireless network security?,easy
Devise a system for automatically generating personalized recommendations for online shoppers based on their browsing and purchasing history.,hard
"Contrast the principles of internal and external combustion engines, discussing their respective thermodynamic cycles and energy conversion processes.",medium
Quote the definition of a dangling reference in programming?,easy
Judge the reliability of a security information and event management (SIEM) system in detecting and responding to cybersecurity incidents.,hard
Evaluate the effectiveness of using machine learning algorithms for predictive maintenance in heavy machinery.,medium
Enumerate the advantages of using recursion in programming?,easy
Criticize the fairness and transparency of spectrum sharing mechanisms for enabling coexistence between different wireless technologies.,hard
"Discuss the principles of network monitoring tools (e.g., Wireshark, Nagios), explaining their functionalities for troubleshooting and performance optimization.",easy
Propose creative solutions for reducing the environmental impact of electronic waste (e-waste) generated by consumer electronics.,medium
Propose a new method for automatically generating natural language descriptions of machine learning model predictions to enhance model explainability.,hard
Debate the ethical considerations of using AI algorithms for facial emotion recognition.,hard
"Contrast the features and performance of different anomaly detection algorithms (e.g., isolation forest, one-class SVM, autoencoders) in identifying outliers in data.",medium
"Your organization is planning a bridge rehabilitation project to extend the service life of an aging bridge structure. Compare the structural strengthening techniques (e.g., steel reinforcement, carbon fiber wraps, post-tensioning) and recommend solutions for addressing corrosion damage and structural deterioration in the bridge components.",medium
"Imagine you're implementing a reinforcement learning algorithm for training an autonomous robot to navigate a maze. Explain how you would define the environment, reward structure, and exploration-exploitation strategy to learn an optimal policy.",easy
"Consider you're implementing an enterprise resource planning (ERP) system for a manufacturing company. Explain how you would integrate modules for inventory management, supply chain optimization, and financial reporting to streamline business processes.",easy
"Compare the security features of different virtual private network (VPN) technologies (e.g., SSL VPN, IPSec VPN, PPTP) in providing secure remote access to corporate networks.",medium
"Discuss the principles of geotechnical earthquake engineering, explaining methods for site characterization, liquefaction analysis, and ground improvement.",easy
Analyze the potential environmental impacts of using hydraulic fracturing (fracking) for extracting natural gas from shale formations.,medium
Assess the effectiveness of a data loss prevention (DLP) solution in preventing unauthorized data exfiltration and leakage.,hard
Recall the characteristics of a Z-transform in digital signal processing?,easy
Evaluate the trade-offs between using a synchronous and asynchronous communication model in distributed systems architecture.,medium
Judge the reliability of computational materials modeling in predicting material properties and behavior.,hard
Devise a system for automatically inspecting and detecting defects in large-scale welded structures using robotic non-destructive testing techniques.,hard
Design a scalable and secure authentication system for decentralized digital identities using blockchain technology.,hard
Develop a new framework for interpretable machine learning models that provide insights into model decision-making processes for better transparency and trust.,hard
"Evaluate the reliability of different synchronization methods (e.g., bit synchronization, frame synchronization, word synchronization) in digital communication systems.",medium
"Compare the environmental impact of different construction materials (e.g., concrete, steel, timber) in terms of embodied carbon and life cycle assessment.",medium
Propose a framework for implementing zero-trust security architecture in enterprise networks to mitigate insider threats and unauthorized access.,hard
Analyze the potential societal impacts of widespread automation and job displacement due to advances in artificial intelligence and robotics.,medium
State the output of a given regular expression match operation in Python?,easy
Evaluate the trade-offs between using relational databases and NoSQL databases for storing and querying large-scale datasets in distributed systems.,medium
Analyze the potential risks and benefits of using artificial intelligence for autonomous maintenance scheduling in manufacturing plants.,medium
"Discuss the principles of model deployment and monitoring in production environments, explaining strategies for ensuring model reliability and performance.",easy
"Your organization is developing a noise control system for reducing environmental noise pollution in urban areas. Compare the effectiveness of using passive noise control measures (e.g., sound barriers, acoustic panels) versus active noise control techniques (e.g., adaptive noise cancellation, noise masking) for mitigating noise impacts on nearby residents.",medium
Propose and evaluate innovative solutions for reducing carbon emissions from construction activities.,medium
Plan a framework for implementing explainable AI (XAI) techniques in healthcare systems to provide clinicians with insights into the decision-making process of AI models.,hard
Solve a cybersecurity challenge involving network intrusion detection and critically evaluate the effectiveness of different intrusion detection systems.,medium
"Interpret the concept of traffic engineering, discussing topics such as traffic flow theory, traffic control devices, and transportation planning.",easy
"Debate the ethical considerations of using biometric authentication methods (e.g., fingerprint, facial recognition) in law enforcement.",hard
Examine the purpose of a proxy server in web caching?,easy
Compare the various types of materials used in mechanical engineering in terms of their mechanical properties and applications.,easy
Critique the accuracy of dynamic simulation models in predicting the performance of robotic manipulators.,hard
"Suppose you're planning the deployment of a fiber optic network for high-speed internet access. Describe the fiber optic cable types, connector interfaces, and installation techniques you would use to optimize signal integrity and bandwidth.",easy
"Contrast the principles of passive and active solar heating systems, discussing their respective contributions to energy efficiency and indoor thermal comfort.",medium
Consider you're designing a wireless sensor network for environmental monitoring. Explain how you would select suitable communication protocols and energy-efficient routing algorithms to prolong network lifetime and data reliability.,easy
"Evaluate the performance impact of different multiple access techniques (e.g., TDMA, FDMA, CDMA) on spectral efficiency and user capacity in cellular networks.",medium
"Suppose you're configuring a firewall for a corporate network. Explain how you would define access control policies, create firewall rules, and implement network address translation (NAT) to secure incoming and outgoing traffic.",easy
Devise a system for automatically inspecting and repairing pipeline infrastructure using autonomous robotic platforms equipped with sensors and repair tools.,hard
Assess the efficiency of energy harvesting systems in converting ambient energy into electrical power.,hard
Debate the ethical considerations of using biodegradable materials for erosion control and slope stabilization.,hard
Propose and justify strategies for optimizing the performance of a web server handling millions of concurrent requests.,medium
Invent a method for automatically generating music playlists tailored to individual preferences and mood using machine learning and audio analysis.,hard
"Explain the concept of signal-to-noise ratio (SNR) in communication systems, discussing its importance for signal quality.",easy
Invent a method for enhancing the resilience of coastal communities to sea level rise and storm surges through natural shoreline protection measures and engineered solutions.,hard
Solve a challenging optimization problem involving fluid flow in pipes and evaluate the performance of different turbulence models.,medium
"Discuss the principles of combustion in internal combustion engines, explaining factors such as air-fuel ratio, ignition timing, and combustion chamber design.",easy
Debate the ethical implications of using autonomous underwater vehicles (AUVs) for marine exploration and research.,hard
Tabulate the differences between a contour map and a topographic map in surveying?,easy
Devise a system for optimizing the energy efficiency of wireless sensor networks (WSNs) through energy harvesting and adaptive power management.,hard
"Imagine you're planning a water supply network for a municipal area. Explain how you would perform hydraulic analysis, size pipes, and select pump stations to ensure adequate water pressure and flow distribution to consumers.",easy
